name
DDR
DDR2
DDR3
DDR4
DDR5
DDR6
GDDR
GDDR2
GDDR3
GDDR4
GDDR5
GDDR6
GDDR5X
GDDR6X
HyperRAM
mDDR
LPDDR
LPDDR2
LPDDR3
LPDDR4
LPDDR5
LPSDR
LPDDR4X
LPDDR5X
SDRAM
PSRAM
SRAM
